building_id,rep_point,geohash
13103-bldg-23087,POINT (139.7588179361851 35.66708433972535),xn76ukcrb6r
13103-bldg-23028,POINT (139.7590417814004 35.66696266096726),xn76ukcrjew
13103-bldg-23045,POINT (139.7590056396166 35.667003994662416),xn76ukcrkg7
13103-bldg-23011,POINT (139.75912714649246 35.66699173501053),xn76ukcrr9n
13103-bldg-22750,POINT (139.75952131711736 35.66667056713096),xn76ukcv2vk
13103-bldg-22863,POINT (139.7596238491476 35.66676634337768),xn76ukcvgr0
13103-bldg-22824,POINT (139.75976988042765 35.666741101989416),xn76ukcvydm
13103-bldg-22930,POINT (139.75939210955465 35.66678387244689),xn76ukcwjf7
13103-bldg-22885,POINT (139.75950964809772 35.666800596873074),xn76ukcy0te
13103-bldg-23044,POINT (139.7602678896104 35.667014293932404),xn76ukfr6m3
13103-bldg-23019,POINT (139.76033505762993 35.66698881475991),xn76ukfr7be
13103-bldg-22978,POINT (139.7603993011807 35.66694871090308),xn76ukfrj34
13103-bldg-23001,POINT (139.76044360129387 35.66698033879127),xn76ukfrnrh
13103-bldg-22899,POINT (139.7609779847252 35.6668161728218),xn76ukfy6b6
13103-bldg-22964,POINT (139.76101452640793 35.66688354021956),xn76ukfyesv
13103-bldg-23074,POINT (139.7610819617039 35.66699911848049),xn76ukfzm68
13103-bldg-23032,POINT (139.76123112712133 35.667017663450984),xn76ukgp2tz
13103-bldg-22898,POINT (139.76172182666573 35.666796845179235),xn76ukgqhhv
13102-bldg-16108,POINT (139.76158169364174 35.667084350472365),xn76ukgrbfk
13103-bldg-22982,POINT (139.7618097456628 35.66695905326021),xn76ukgrn5n
13103-bldg-64145,POINT (139.7620897583054 35.666775834380495),xn76ukgwh8z
13102-bldg-3889,POINT (139.76321993567888 35.667098172971045),xn76ukurzj4
13102-bldg-3675,POINT (139.76379026123726 35.66669208772229),xn76ukuvs37
13102-bldg-3689,POINT (139.7638428826738 35.66672120376444),xn76ukuvtwd
13102-bldg-3701,POINT (139.7642907957004 35.66671499548048),xn76ukvm8j8
13102-bldg-3735,POINT (139.76406642020726 35.66679072875062),xn76ukvn4g9
13102-bldg-3706,POINT (139.76489938127727 35.666745835771245),xn76ukvty5q
13102-bldg-3747,POINT (139.7647383353633 35.66688205745276),xn76ukvwdkw
13102-bldg-3710,POINT (139.76485058316499 35.66679682827655),xn76ukvwjhf
13102-bldg-3723,POINT (139.76480667721472 35.666831323040064),xn76ukvwk53
13102-bldg-3763,POINT (139.76490995612986 35.66688891258212),xn76ukvwwmy
13102-bldg-3772,POINT (139.76501237987483 35.666927613311685),xn76ukvybv4
13102-bldg-3806,POINT (139.7650170956907 35.66701553414968),xn76ukvz2vw
13102-bldg-3752,POINT (139.76534379368084 35.66682953495725),xn76ukyn2dc
13102-bldg-3775,POINT (139.76547261784805 35.66694699616537),xn76ukyp58c
13102-bldg-3760,POINT (139.7659021172809 35.666826797039185),xn76ukyqmd6
13102-bldg-3802,POINT (139.76568804513406 35.667006066298285),xn76ukyr2ef
13102-bldg-3876,POINT (139.7659484698713 35.66705438726549),xn76ukyrwsu
13102-bldg-3702,POINT (139.7663454330155 35.666724951740406),xn76ukytxzk
13102-bldg-3881,POINT (139.76700173615626 35.66690156905135),xn76ukznz0q
13102-bldg-3697,POINT (139.76776568768503 35.66673540017726),xn76ukzvbcr
13102-bldg-3683,POINT (139.76786200648422 35.666717671307694),xn76ukzvenp
13103-bldg-23276,POINT (139.75718606756243 35.667341701257676),xn76um0166r
13103-bldg-23326,POINT (139.75722974858516 35.66743183661362),xn76um01g7p
13103-bldg-23307,POINT (139.75728413040673 35.6674150577056),xn76um01ub0
13103-bldg-27364,POINT (139.75767141504875 35.66739496322335),xn76um03tu2
13103-bldg-23475,POINT (139.7571607161295 35.66761318441358),xn76um04cvh
13103-bldg-23455,POINT (139.75724494848689 35.66758046197754),xn76um04eyf
13103-bldg-23359,POINT (139.7572783963065 35.66748127863715),xn76um04hs7
13103-bldg-23436,POINT (139.75733359994186 35.66755854923914),xn76um04tfv
13103-bldg-23643,POINT (139.75725122252297 35.66792402079448),xn76um0heyz
13103-bldg-23776,POINT (139.7572090994993 35.66810547628486),xn76um0jg0b
13103-bldg-23762,POINT (139.75731027916103 35.66806704546362),xn76um0jt3e
13103-bldg-23730,POINT (139.75736384597516 35.66808549044623),xn76um0jwt5
13103-bldg-23733,POINT (139.75751048360817 35.66801104163936),xn76um0m4p0
13103-bldg-23796,POINT (139.75711117184628 35.66819473455022),xn76um0n29r
13103-bldg-23833,POINT (139.7572942045836 35.66829119558619),xn76um0nugr
13103-bldg-23838,POINT (139.7573713569209 35.66828297615575),xn76um0nycc
13103-bldg-27334,POINT (139.75709041663936 35.66840830976801),xn76um0p81p
13103-bldg-23885,POINT (139.75733149490236 35.66836523717662),xn76um0pmc5
13103-bldg-23906,POINT (139.75736242900743 35.66842861972424),xn76um0pwt4
13103-bldg-23827,POINT (139.75744227096823 35.66827671717908),xn76um0qb2w
13103-bldg-23846,POINT (139.75762678418667 35.6682471280248),xn76um0qsep
13103-bldg-23876,POINT (139.75745726670684 35.66836647203921),xn76um0r2c3
13103-bldg-23750,POINT (139.7578387516613 35.6679489885745),xn76um0scet
13103-bldg-23582,POINT (139.75814917679412 35.66782615914708),xn76um0u0ut
13103-bldg-23648,POINT (139.75815182110998 35.66791922383075),xn76um0u8yp
13103-bldg-23659,POINT (139.7581595830367 35.667965287636164),xn76um0ucns
13103-bldg-23656,POINT (139.75844721499524 35.667912541861114),xn76um0uxug
13103-bldg-23670,POINT (139.75816061362195 35.66798992970999),xn76um0v15j
13103-bldg-23395,POINT (139.75870277056828 35.66754153758607),xn76um14mz9
13103-bldg-23363,POINT (139.75885019499026 35.66747856677465),xn76um1615z
13103-bldg-23572,POINT (139.75888094591915 35.66765279129471),xn76um171uq
13103-bldg-23598,POINT (139.7588116891718 35.66779773356435),xn76um17br7
13103-bldg-23347,POINT (139.75936945764101 35.667454320528265),xn76um19vr7
13103-bldg-23270,POINT (139.75974659631797 35.66725113543721),xn76um1by1s
13103-bldg-23355,POINT (139.759746532029 35.66743015958057),xn76um1cy4u
13103-bldg-23453,POINT (139.75918975847912 35.66746956663106),xn76um1d14j
13103-bldg-23373,POINT (139.7593974947375 35.66750909875571),xn76um1dmcx
13103-bldg-23410,POINT (139.75942864022352 35.66755566525806),xn76um1dwdr
13103-bldg-23460,POINT (139.759448754342 35.6676153198833),xn76um1dzjq
13103-bldg-23521,POINT (139.75914919326055 35.667698043584245),xn76um1e2hy
13103-bldg-23505,POINT (139.75920576549578 35.667690481698244),xn76um1e3e3
13103-bldg-23484,POINT (139.7592959560633 35.667661693677736),xn76um1e5wh
13103-bldg-23494,POINT (139.7592507213812 35.66767613556051),xn76um1e68d
13103-bldg-23472,POINT (139.75935566465645 35.66763445537014),xn76um1ej0b
13103-bldg-23382,POINT (139.75969396969023 35.66750929303862),xn76um1fkct
13103-bldg-23679,POINT (139.75908869724617 35.66794664969913),xn76um1kyg1
13103-bldg-23635,POINT (139.75929453737868 35.66787623526615),xn76um1s7w5
13103-bldg-23649,POINT (139.75923110424776 35.66790185556135),xn76um1sd4g
13103-bldg-23632,POINT (139.75936289711458 35.66785511276724),xn76um1sm4n
13103-bldg-23618,POINT (139.75948246460888 35.66781661777965),xn76um1spfz
13102-bldg-4319,POINT (139.75970357368047 35.668264501413205),xn76um1ytnk
13102-bldg-4352,POINT (139.75956809092233 35.6683424106776),xn76um1z1uz
13102-bldg-4337,POINT (139.7597766484031 35.66833015590143),xn76um1znfd
13102-bldg-4396,POINT (139.75969423766844 35.668460651740375),xn76um1zufv
13103-bldg-24288,POINT (139.75740126474884 35.66872043343023),xn76um21r7r
13101-bldg-1,POINT (139.75742670523513 35.669282222782705),xn76um2k8h4
13101-bldg-6,POINT (139.75771499234867 35.66970027172341),xn76um2rnf1
13101-bldg-9,POINT (139.75762771829528 35.66985617339952),xn76um2ruz0
13101-bldg-38484,POINT (139.75815865183733 35.669451252179186),xn76um2v95s
13101-bldg-5,POINT (139.75800093195886 35.669520875078874),xn76um2wj2w
13102-bldg-4515,POINT (139.75893135714315 35.66873844020842),xn76um337nu
13102-bldg-4583,POINT (139.75903009562927 35.66886206421041),xn76um36jmy
13102-bldg-4626,POINT (139.75910131985628 35.66895690680708),xn76um36xp7
13102-bldg-4527,POINT (139.7594217704293 35.66859574666703),xn76um38ws4
13102-bldg-4437,POINT (139.75976460789272 35.668571126686885),xn76um3bqx9
13102-bldg-4540,POINT (139.75966961017525 35.66881238081319),xn76um3cukd
13102-bldg-4676,POINT (139.7591704458461 35.66903337787409),xn76um3e0tw
13102-bldg-4649,POINT (139.75928632019338 35.669044091324764),xn76um3e5rt
13102-bldg-4718,POINT (139.7593396395977 35.66913067413084),xn76um3esxu
13102-bldg-4572,POINT (139.75973623130156 35.668857623318495),xn76um3fjuu
13102-bldg-4575,POINT (139.75981888897297 35.66890391865409),xn76um3frvd
13102-bldg-4598,POINT (139.75973484892344 35.66895376343282),xn76um3ftyg
13102-bldg-4730,POINT (139.75918155455213 35.669179185021726),xn76um3s0by
13102-bldg-4767,POINT (139.7592421514301 35.66924851543824),xn76um3s6mu
13102-bldg-4923,POINT (139.75937276143236 35.66946841422054),xn76um3ttqv
13102-bldg-4924,POINT (139.7594743456754 35.669508773308145),xn76um3tzy3
13102-bldg-4792,POINT (139.75954869620708 35.66929994989977),xn76um3u9x2
13102-bldg-4802,POINT (139.75959998651342 35.669327946940406),xn76um3ufsw
13102-bldg-4847,POINT (139.7595138428857 35.66938540389452),xn76um3v0xq
13102-bldg-4816,POINT (139.7596311558269 35.66936152925959),xn76um3v56y
13102-bldg-4907,POINT (139.75965614901904 35.66943920042924),xn76um3vs12
13102-bldg-4975,POINT (139.75939432257996 35.6695731578078),xn76um3wmfm
13102-bldg-5001,POINT (139.75942865538082 35.66963640755678),xn76um3wwwp
13102-bldg-5036,POINT (139.75947525362426 35.669685447510425),xn76um3wzz3
13102-bldg-4965,POINT (139.75950775311534 35.669567921876485),xn76um3y296
13102-bldg-4982,POINT (139.75964131462683 35.66959496969428),xn76um3y7wm
13102-bldg-4998,POINT (139.75954807379586 35.66962960958116),xn76um3y9sb
13102-bldg-4957,POINT (139.75974054881456 35.669522561674505),xn76um3yjbz
13102-bldg-5069,POINT (139.75960446037698 35.6697126530578),xn76um3z4u6
13102-bldg-5118,POINT (139.75951653332572 35.66978077412648),xn76um3z8c0
13102-bldg-5108,POINT (139.75971849270923 35.66980961279348),xn76um3ztqr
13103-bldg-23206,POINT (139.7601013762422 35.66716266915637),xn76um40q3h
13103-bldg-23217,POINT (139.76007746128067 35.66727139815856),xn76um40vv7
13103-bldg-23238,POINT (139.7599167022196 35.667299117460765),xn76um41447
13103-bldg-23341,POINT (139.7598759176858 35.667420100029105),xn76um41c1h
13103-bldg-23330,POINT (139.75998511369008 35.66743171708797),xn76um41gen
13103-bldg-23298,POINT (139.76008117315837 35.667365248107004),xn76um41myv
13103-bldg-23291,POINT (139.76014214906138 35.66733801078412),xn76um41r3e
13102-bldg-16109,POINT (139.76048710632998 35.66717095023789),xn76um42r6s
13103-bldg-23257,POINT (139.76030735190295 35.66735096481013),xn76um437hn
13103-bldg-23479,POINT (139.76006395934257 35.667623003841115),xn76um44vwb
13103-bldg-23533,POINT (139.75987764633928 35.6676910764495),xn76um4535w
13103-bldg-23450,POINT (139.76020452858054 35.66757976617321),xn76um468yc
13103-bldg-23420,POINT (139.76030157282574 35.667546288804544),xn76um46e0d
13103-bldg-23400,POINT (139.76034368905033 35.66753826385732),xn76um46kp1
13103-bldg-23392,POINT (139.76049447707774 35.667488929990846),xn76um46ptc
13103-bldg-23331,POINT (139.76070955271175 35.66741776965401),xn76um49u8d
13102-bldg-18019,POINT (139.76015347845222 35.668187023717344),xn76um4npxg
13102-bldg-4353,POINT (139.75983092928226 35.6683785935792),xn76um4p25e
13102-bldg-4403,POINT (139.7598992271819 35.66846606738605),xn76um4pcey
13102-bldg-16140,POINT (139.7603203417971 35.668273090057205),xn76um4qg80
13102-bldg-4383,POINT (139.7603820337273 35.66836875368506),xn76um4rkcy
13102-bldg-4181,POINT (139.7606597900873 35.66795505814014),xn76um4sgkt
13102-bldg-4269,POINT (139.76057200896008 35.668090896424694),xn76um4t9q5
13102-bldg-4214,POINT (139.76072276724312 35.66803442967948),xn76um4tkgs
13102-bldg-4225,POINT (139.76076013563 35.6680695973199),xn76um4ttf0
13102-bldg-4238,POINT (139.76080266681328 35.66809542790925),xn76um4twwz
13102-bldg-4256,POINT (139.7608398138099 35.66812614742258),xn76um4tzse
13102-bldg-4169,POINT (139.76100976232226 35.66785644648385),xn76um4u7d6
13102-bldg-4207,POINT (139.76115167619085 35.66794981800494),xn76um4uygu
13102-bldg-4290,POINT (139.76071494220508 35.6682269895339),xn76um4wkxq
13102-bldg-4312,POINT (139.76075225107306 35.6682591106605),xn76um4wtt6
13102-bldg-4375,POINT (139.76057437408588 35.66837750468359),xn76um4x37m
13102-bldg-4386,POINT (139.76061068068182 35.66845411250885),xn76um4xf3b
13102-bldg-4334,POINT (139.76081575780324 35.66832490137648),xn76um4xp19
13102-bldg-4271,POINT (139.76087806573105 35.66816853943309),xn76um4y0kx
13102-bldg-4294,POINT (139.76093184572895 35.66822187909246),xn76um4y3y2
13102-bldg-4335,POINT (139.7610128594753 35.66830075857628),xn76um4ygth
13102-bldg-4355,POINT (139.76087343345267 35.668386694842084),xn76um4z2mh
13102-bldg-4376,POINT (139.76092090714187 35.66843052702325),xn76um4z9mr
13102-bldg-4392,POINT (139.760964919117 35.66847445900679),xn76um4zft8
13102-bldg-4349,POINT (139.7610857414863 35.66836476281669),xn76um4zm34
13102-bldg-4368,POINT (139.76112843951617 35.66840766355172),xn76um4zw34
13102-bldg-4377,POINT (139.76116111728825 35.66844682498549),xn76um4zz07
13102-bldg-4385,POINT (139.76119516838452 35.66847876393223),xn76um4zzyk
13103-bldg-23176,POINT (139.76130359114208 35.667160855238464),xn76um5062t
13102-bldg-4049,POINT (139.76163518596786 35.667624381361435),xn76um56fph
13102-bldg-4074,POINT (139.76162432571354 35.66770074681051),xn76um573vk
13102-bldg-4133,POINT (139.76175577530677 35.66777418926545),xn76um57ugn
13102-bldg-3850,POINT (139.76215280932414 35.6671918924448),xn76um58qnq
13102-bldg-3859,POINT (139.76250293895458 35.66721107559517),xn76um5bw65
13102-bldg-3998,POINT (139.76242918609887 35.66744350116384),xn76um5cutk
13102-bldg-4034,POINT (139.76198449347376 35.667547988868485),xn76um5dd2b
13102-bldg-4078,POINT (139.76210257763 35.66765335198201),xn76um5ejh3
13102-bldg-4054,POINT (139.76219042112476 35.66765140704146),xn76um5eph4
13102-bldg-4107,POINT (139.76222547110987 35.667729381137505),xn76um5exfs
13102-bldg-18030,POINT (139.76253670878893 35.66760698801883),xn76um5fz5u
13102-bldg-4115,POINT (139.76237354371895 35.667770873819585),xn76um5gg67
13102-bldg-4231,POINT (139.76121133689443 35.668022542068535),xn76um5j232
13102-bldg-4282,POINT (139.76130747143853 35.66810797778093),xn76um5jf90
13102-bldg-4306,POINT (139.76143412761613 35.668194464973546),xn76um5nm3q
13102-bldg-4333,POINT (139.76136919065118 35.66831795176999),xn76um5p5bq
13102-bldg-4346,POINT (139.76143639771834 35.668372033078086),xn76um5pmd2
13102-bldg-4367,POINT (139.76148403827958 35.66841129162761),xn76um5pw9g
13102-bldg-4382,POINT (139.76153192638725 35.668453805841104),xn76um5pz9x
13102-bldg-4326,POINT (139.76157927895198 35.66826664535531),xn76um5q8yf
13102-bldg-4394,POINT (139.7617312255957 35.66841361030172),xn76um5rs6h
13102-bldg-4185,POINT (139.7619721178306 35.667934646431064),xn76um5scbz
13102-bldg-4208,POINT (139.76195492218667 35.66803338029778),xn76um5t3e6
13102-bldg-4233,POINT (139.76207538678034 35.66804637990269),xn76um5tkmu
13102-bldg-4258,POINT (139.76210429425723 35.66813108371938),xn76um5tvjd
13102-bldg-4134,POINT (139.76225145613736 35.667829798138285),xn76um5u0t2
13102-bldg-4143,POINT (139.76229271606627 35.66786667069279),xn76um5u3kq
13102-bldg-4158,POINT (139.76232790916495 35.667895534504325),xn76um5ud39
13102-bldg-4165,POINT (139.76236401398683 35.667929621247424),xn76um5uepg
13102-bldg-4159,POINT (139.76249353939252 35.667868067320896),xn76um5uqhs
13102-bldg-4172,POINT (139.76240589826986 35.66796082772609),xn76um5uujg
13102-bldg-4179,POINT (139.76256859435267 35.667952512603215),xn76um5uzuk
13102-bldg-4180,POINT (139.76243662853147 35.667989515240016),xn76um5vhg4
13102-bldg-4210,POINT (139.76246209830813 35.66803771674651),xn76um5vmkj
13102-bldg-4248,POINT (139.7625505470023 35.668100468054554),xn76um5vxrz
13102-bldg-4295,POINT (139.76232579305417 35.668157175171636),xn76um5y44r
13102-bldg-4339,POINT (139.7622308836159 35.66826353733742),xn76um5y8n0
13102-bldg-4400,POINT (139.76251240545514 35.668480000174746),xn76um5zywd
13102-bldg-4460,POINT (139.75985478036452 35.66862162717259),xn76um60b8u
13102-bldg-4428,POINT (139.7600116049281 35.66854860406478),xn76um60k73
13102-bldg-4456,POINT (139.7600783019231 35.66861971613305),xn76um60vbe
13102-bldg-4478,POINT (139.75991727630708 35.668677745814634),xn76um61457
13102-bldg-4494,POINT (139.76001779089395 35.668728163260646),xn76um61kky
13102-bldg-4473,POINT (139.7601407911137 35.66867361926975),xn76um61p6d
13102-bldg-4416,POINT (139.7603966761084 35.66850447924041),xn76um62j71
13102-bldg-4436,POINT (139.76046544684002 35.66855492522093),xn76um62qus
13102-bldg-4446,POINT (139.76051225373928 35.66858918766951),xn76um62xfz
13102-bldg-4514,POINT (139.76025856402666 35.668779244025586),xn76um63dn6
13102-bldg-4542,POINT (139.76030295881603 35.66882957893285),xn76um63gpg
13102-bldg-4574,POINT (139.7601333447363 35.66886662280753),xn76um64pns
13102-bldg-4694,POINT (139.75994704017478 35.66906364283909),xn76um656g3
13102-bldg-4612,POINT (139.76021082993896 35.66894171715176),xn76um668uw
13102-bldg-4670,POINT (139.76042765739686 35.6689802929788),xn76um66y5b
13102-bldg-4641,POINT (139.76025084681476 35.66903904690081),xn76um671yu
13102-bldg-4664,POINT (139.76029491538338 35.66907286289323),xn76um676vj
13102-bldg-4674,POINT (139.76032968609542 35.66910457301723),xn76um67eep
13102-bldg-4690,POINT (139.7603719348084 35.66913637731161),xn76um67u8y
13102-bldg-4711,POINT (139.7604080393193 35.66917315335946),xn76um67vxc
13102-bldg-4409,POINT (139.76067306902004 35.66849548132102),xn76um6859r
13102-bldg-4470,POINT (139.76055868767205 35.66864042103961),xn76um68ch3
13102-bldg-4419,POINT (139.7607226719194 35.66854036946413),xn76um68kcu
13102-bldg-4432,POINT (139.76075257402493 35.668569320575834),xn76um68mx4
13102-bldg-4442,POINT (139.7607803132659 35.668606217556984),xn76um68wnp
13102-bldg-4496,POINT (139.76058166854057 35.668732260604756),xn76um693td
13102-bldg-4519,POINT (139.7607518870916 35.668714346568535),xn76um69md3
13102-bldg-4562,POINT (139.760831432291 35.668791014246914),xn76um69z2t
13102-bldg-4408,POINT (139.76100453526251 35.66851557734066),xn76um6b5mn
13102-bldg-4425,POINT (139.76104161758647 35.66854843301704),xn76um6bk73
13102-bldg-4440,POINT (139.761086045921 35.66858834209098),xn76um6bt6g
13102-bldg-4453,POINT (139.7611245018399 35.668625242733),xn76um6by1x
13102-bldg-4463,POINT (139.7611569849753 35.668655583060165),xn76um6byzr
13102-bldg-4544,POINT (139.7609821012568 35.66879634475066),xn76um6cfct
13102-bldg-4475,POINT (139.7611844616199 35.66868614151495),xn76um6cpth
13102-bldg-4685,POINT (139.76058558947165 35.66910384434409),xn76um6e9dv
13102-bldg-4704,POINT (139.7606277764508 35.669143267506115),xn76um6efdj
13102-bldg-4615,POINT (139.7608665545568 35.66895077588218),xn76um6f8nr
13102-bldg-4550,POINT (139.7610436457187 35.668859324231384),xn76um6fhm7
13102-bldg-4580,POINT (139.76109347806783 35.6689071670772),xn76um6fmw0
13102-bldg-4621,POINT (139.76114470554572 35.668958819564395),xn76um6fwxy
13102-bldg-4669,POINT (139.76097438616353 35.669044018567384),xn76um6g4xx
13102-bldg-4672,POINT (139.76111815263633 35.66911598300406),xn76um6gwj5
13102-bldg-4698,POINT (139.76115785497583 35.66915287962247),xn76um6gzh0
13102-bldg-4742,POINT (139.76005064168285 35.66918040549351),xn76um6hj1p
13102-bldg-4720,POINT (139.76015281326897 35.66918361603866),xn76um6hp9g
13102-bldg-4775,POINT (139.76010130812628 35.66927430616416),xn76um6hw6s
13102-bldg-4738,POINT (139.76019565267666 35.669224051246395),xn76um6k297
13102-bldg-4797,POINT (139.76017928985402 35.6692935364686),xn76um6k8nn
13102-bldg-4782,POINT (139.76027045445 35.66929622979963),xn76um6kdqd
13102-bldg-4727,POINT (139.76045632608853 35.66919476512687),xn76um6knev
13102-bldg-4745,POINT (139.76049653542591 35.6692242820928),xn76um6kr97
13102-bldg-4822,POINT (139.7601873302188 35.66936259982918),xn76um6m07h
13102-bldg-4859,POINT (139.76023630819867 35.66940857984558),xn76um6m3e9
13102-bldg-4811,POINT (139.7603211746595 35.66934632241903),xn76um6m580
13102-bldg-4900,POINT (139.76029248764968 35.6694691528336),xn76um6mdyg
13102-bldg-4836,POINT (139.7603624313669 35.669384769422464),xn76um6mhrr
13102-bldg-4860,POINT (139.76039686845135 35.669417433108435),xn76um6mmm3
13102-bldg-4925,POINT (139.76034786407445 35.66951216169442),xn76um6muph
13102-bldg-4901,POINT (139.76045226039344 35.669468032539584),xn76um6mwwf
13102-bldg-5199,POINT (139.75995628080872 35.669772224087104),xn76um6p7p2
13102-bldg-4963,POINT (139.76040200030812 35.66956173717613),xn76um6qm2j
13102-bldg-4991,POINT (139.76047005961286 35.66961836747265),xn76um6qwfz
13102-bldg-4768,POINT (139.76052754125706 35.6692612642434),xn76um6s824
13102-bldg-4791,POINT (139.7605656186949 35.669293855129155),xn76um6s9nr
13102-bldg-4808,POINT (139.76060104217783 35.66932715715377),xn76um6sfh9
13102-bldg-4753,POINT (139.76069446769267 35.669209670349325),xn76um6shnx
13102-bldg-4885,POINT (139.7607520561058 35.669367288525095),xn76um6tjef
13102-bldg-4731,POINT (139.7610446525678 35.66917484213987),xn76um6uh2h
13102-bldg-4959,POINT (139.7605367642543 35.66954486626314),xn76um6w0t1
13102-bldg-5172,POINT (139.76073601304248 35.66981144797808),xn76um6xtny
13102-bldg-4968,POINT (139.76098602764048 35.669568993167694),xn76um6y718
13102-bldg-5043,POINT (139.76093466440122 35.66964346768989),xn76um6y9z6
13102-bldg-4944,POINT (139.76105458581435 35.66952097176004),xn76um6yh8e
13102-bldg-5106,POINT (139.7610590004982 35.66979444908391),xn76um6zsew
13102-bldg-5144,POINT (139.76112942627964 35.66984891087223),xn76um6zymg
13102-bldg-4407,POINT (139.76121624045592 35.668521034681625),xn76um700qh
13102-bldg-4427,POINT (139.76126235372016 35.66855686500439),xn76um703ky
13102-bldg-4439,POINT (139.76131838727153 35.668584744830206),xn76um70df0
13102-bldg-4483,POINT (139.7613727405616 35.66865044191494),xn76um70un2
13102-bldg-4498,POINT (139.7612227111597 35.66873566486067),xn76um712w2
13102-bldg-4513,POINT (139.76126939637794 35.668780680629126),xn76um719we
13102-bldg-4480,POINT (139.76149528709576 35.668697786245104),xn76um71nzh
13102-bldg-4559,POINT (139.76146026493274 35.66881298360209),xn76um71yhd
13102-bldg-4404,POINT (139.76158362156286 35.66850231678641),xn76um720fy
13102-bldg-4423,POINT (139.76163020896087 35.6685434512115),xn76um72642
13102-bldg-4482,POINT (139.76174145425293 35.6686547689852),xn76um72ux5
13102-bldg-4509,POINT (139.76161454055136 35.668770945881874),xn76um739sv
13102-bldg-4522,POINT (139.76157938919476 35.66879406211501),xn76um73bc4
13102-bldg-4539,POINT (139.76154748153425 35.66881640838423),xn76um73bj7
13102-bldg-4599,POINT (139.76138052855217 35.66888474061348),xn76um74k4n
13102-bldg-4661,POINT (139.7612416592513 35.66903868440927),xn76um750yx
13102-bldg-4633,POINT (139.7618206931137 35.66898862139868),xn76um76ymq
13102-bldg-4706,POINT (139.76164160268073 35.6691161778834),xn76um77dm1
13102-bldg-4666,POINT (139.76176435777998 35.66904532663603),xn76um77jpu
13102-bldg-4652,POINT (139.76187815739348 35.669063315138345),xn76um77rg3
13102-bldg-4450,POINT (139.76189138960254 35.668562656505614),xn76um782n5
13102-bldg-4553,POINT (139.76208850101793 35.66879490223811),xn76um79u9q
13102-bldg-18042,POINT (139.76194999518043 35.66890817254672),xn76um7d3qr
13102-bldg-4558,POINT (139.76221724458364 35.66885388880253),xn76um7dpsq
13102-bldg-4608,POINT (139.7620750911809 35.66895471780336),xn76um7dsrh
13102-bldg-4637,POINT (139.76213626874534 35.66899927524773),xn76um7dvz6
13102-bldg-4671,POINT (139.76191524106585 35.669103077544094),xn76um7e8dt
13102-bldg-4689,POINT (139.76196141324377 35.66912889742445),xn76um7e9xx
13102-bldg-4679,POINT (139.76220557079643 35.66908291423171),xn76um7erqv
13102-bldg-4582,POINT (139.7622632993886 35.668898748339615),xn76um7f2u8
13102-bldg-4609,POINT (139.76231657752658 35.66893923716316),xn76um7fdh0
13102-bldg-4625,POINT (139.7623459833408 35.668982496948814),xn76um7ffsq
13102-bldg-4640,POINT (139.76238219014067 35.66901671066409),xn76um7g5d9
13102-bldg-4713,POINT (139.76237481163545 35.669107584484244),xn76um7ge7s
13102-bldg-4682,POINT (139.76248684421532 35.6691065590471),xn76um7gtgr
13102-bldg-4705,POINT (139.76251608357276 35.669138707934344),xn76um7gy9m
13102-bldg-4777,POINT (139.76149963786273 35.66924272661357),xn76um7hquz
13102-bldg-4800,POINT (139.76142205102937 35.66928791828278),xn76um7htjj
13102-bldg-4856,POINT (139.76129201981266 35.66935836268499),xn76um7j44k
13102-bldg-4913,POINT (139.76140102724528 35.669458759561394),xn76um7jstj
13102-bldg-4723,POINT (139.76171446282962 35.66919212241176),xn76um7k5gr
13102-bldg-4751,POINT (139.76175810724646 35.66923438551913),xn76um7km50
13102-bldg-4688,POINT (139.76187159116594 35.6691760665156),xn76um7kp8k
13102-bldg-4770,POINT (139.76180155425152 35.66927469709247),xn76um7kw48
13102-bldg-4790,POINT (139.7618312234259 35.66930760653016),xn76um7ky8y
13102-bldg-4812,POINT (139.76187112722852 35.669343277437484),xn76um7kzxs
13102-bldg-4840,POINT (139.76157284361912 35.66937213282393),xn76um7m0sy
13102-bldg-4880,POINT (139.7616320228125 35.66942779871755),xn76um7m6p6
13102-bldg-4886,POINT (139.76169549143157 35.66945950437855),xn76um7met1
13102-bldg-4919,POINT (139.76174004551117 35.66949503540254),xn76um7muef
13102-bldg-5004,POINT (139.76154545060723 35.669565451311065),xn76um7q20c
13102-bldg-5066,POINT (139.76168965780676 35.66964288621134),xn76um7qerm
13102-bldg-4997,POINT (139.7618267217511 35.66958987539431),xn76um7qqt7
13102-bldg-5058,POINT (139.761878063219 35.66966713964257),xn76um7qzgc
13102-bldg-5198,POINT (139.76180856751859 35.669838265966845),xn76um7ry5v
13102-bldg-4722,POINT (139.7619984411761 35.66922506512086),xn76um7s697
13102-bldg-4851,POINT (139.76192504683 35.669392069577306),xn76um7t2bs
13102-bldg-4756,POINT (139.76236058075406 35.6692224165376),xn76um7u70c
13102-bldg-4779,POINT (139.7624315160137 35.669268471154446),xn76um7us9w
13102-bldg-4824,POINT (139.76249734230313 35.66934557768479),xn76um7uypz
13102-bldg-4906,POINT (139.7623299841803 35.669493566166004),xn76um7vf7d
13102-bldg-5046,POINT (139.76217532850285 35.66954910533764),xn76um7wntz
13102-bldg-5076,POINT (139.7619511584558 35.66972574012601),xn76um7x1wb
