building_id,rep_point,geohash
13102-bldg-10087,POINT (139.76029368213418 35.67073491691354),xn76umdm4fu
13102-bldg-8691,POINT (139.76043421388266 35.67076463922463),xn76umdmq0m
13102-bldg-6977,POINT (139.76040912103517 35.6708155506125),xn76umdmt9f
13102-bldg-738,POINT (139.7604616869023 35.67086702480335),xn76umdmyg9
13102-bldg-10440,POINT (139.7602774722677 35.67095968406909),xn76umdq6sb
13102-bldg-1959,POINT (139.76042006266633 35.67108102807495),xn76umdrjg6
13102-bldg-3772,POINT (139.76061190172703 35.670557352212874),xn76umds43c
13102-bldg-9396,POINT (139.7608543606479 35.67067234111238),xn76umdsxzq
13102-bldg-9906,POINT (139.76059837852915 35.67084917087292),xn76umdtcbp
13102-bldg-356,POINT (139.76064044358682 35.670998345967114),xn76umdwdun
13102-bldg-1073,POINT (139.76084526010894 35.67118413404747),xn76umdxxwx
13102-bldg-886,POINT (139.76109672622405 35.67104840829753),xn76umdyvt7
13102-bldg-6853,POINT (139.7609531367463 35.6712071502258),xn76umdzf4z
13102-bldg-1441,POINT (139.76117287372205 35.671146968909824),xn76umdzrrg
13102-bldg-1351,POINT (139.76131998149415 35.66987153704294),xn76ume04cc
13102-bldg-7071,POINT (139.7614812090266 35.67006305196178),xn76ume1nt9
13102-bldg-3822,POINT (139.76148945311814 35.670185960047796),xn76ume1ysx
13102-bldg-10858,POINT (139.76158725758071 35.670074819191946),xn76ume31pb
13102-bldg-9093,POINT (139.76163328404155 35.670117766176176),xn76ume36pg
13102-bldg-1745,POINT (139.76133576974246 35.67039250015319),xn76ume555j
13102-bldg-7516,POINT (139.76167567296423 35.67024455261481),xn76ume65pd
13102-bldg-10745,POINT (139.76199048488238 35.670013618760926),xn76ume8fkm
13102-bldg-4154,POINT (139.7621752053425 35.669928811698995),xn76ume8qsx
13102-bldg-9593,POINT (139.76227831989752 35.67017125886509),xn76umecc1u
13102-bldg-6146,POINT (139.7619707247006 35.67041183524038),xn76umee1yw
13102-bldg-8579,POINT (139.76204689445072 35.670484613124685),xn76umeeesr
13102-bldg-7181,POINT (139.76238294538157 35.670268001888026),xn76umef7ef
13102-bldg-3942,POINT (139.76257032826888 35.67033967889852),xn76umefzcm
13102-bldg-9183,POINT (139.7625313257411 35.67052950149796),xn76umegzh8
13102-bldg-10911,POINT (139.76164672695216 35.67061475870643),xn76umek6kt
13102-bldg-6459,POINT (139.76157046618252 35.670670185688515),xn76umek8wu
13102-bldg-9081,POINT (139.76187639637658 35.67055344254536),xn76umekpc0
13102-bldg-2051,POINT (139.76174184571514 35.67078790227584),xn76umemksu
13102-bldg-3058,POINT (139.761286468616 35.67095687510411),xn76umen6h2
13102-bldg-8055,POINT (139.7612359258162 35.67116358935563),xn76umep8ff
13102-bldg-1896,POINT (139.76134061078287 35.67121106537679),xn76umepg78
13102-bldg-8523,POINT (139.76139473477204 35.671066927106466),xn76umeph8c
13102-bldg-327,POINT (139.76148552936712 35.67113857796599),xn76umepqwh
13102-bldg-7970,POINT (139.76185945376722 35.670979894004304),xn76umeqx2e
13102-bldg-7569,POINT (139.7615669597379 35.67121843400937),xn76umerbt1
13102-bldg-6774,POINT (139.762329982993 35.670851590570955),xn76umevf2d
13102-bldg-10158,POINT (139.761957657378 35.67104951186782),xn76umewcts
13102-bldg-5676,POINT (139.76206607900835 35.67107216956784),xn76umexh1v
13102-bldg-9424,POINT (139.76239386888125 35.67109114256957),xn76umez5v6
13102-bldg-10845,POINT (139.76247484517796 35.67107579377035),xn76umezjdq
13102-bldg-5463,POINT (139.76246722973542 35.67115451855209),xn76umezt90
13102-bldg-6584,POINT (139.7625618317858 35.67120354823798),xn76umezzdr
13102-bldg-10946,POINT (139.76070178152392 35.67127916111676),xn76umf8k2k
13102-bldg-2965,POINT (139.76080473293436 35.67128890218474),xn76umf8qf1
13102-bldg-5007,POINT (139.76082756703406 35.67137268401072),xn76umf8z3f
13102-bldg-10090,POINT (139.7605962499866 35.67144578011051),xn76umf91zm
13102-bldg-1128,POINT (139.76081242398783 35.671559084790616),xn76umf9yux
13102-bldg-7431,POINT (139.76093410952103 35.67135357856764),xn76umfb9y3
13102-bldg-2465,POINT (139.7610340733093 35.67128376955918),xn76umfbk1k
13102-bldg-9507,POINT (139.7610612923352 35.67131413851297),xn76umfbkyb
13102-bldg-5824,POINT (139.7610839572929 35.671346710729786),xn76umfbtkc
13102-bldg-5125,POINT (139.76113848323538 35.671366701667196),xn76umfby8d
13102-bldg-10706,POINT (139.76086296606888 35.67140589878326),xn76umfc00h
13102-bldg-4255,POINT (139.76090437580362 35.6714665388724),xn76umfc357
13102-bldg-6859,POINT (139.76099168571514 35.67144118567776),xn76umfc5ns
13102-bldg-6012,POINT (139.76083567652205 35.67178102949387),xn76umfeptb
13102-bldg-1093,POINT (139.76089211218795 35.6716466575035),xn76umff2uf
13102-bldg-5743,POINT (139.76094410268865 35.671724350684286),xn76umfff53
13102-bldg-8347,POINT (139.76115837725123 35.67159583048065),xn76umffp53
13101-bldg-1964,POINT (139.76001358332528 35.67253471958067),xn76umfps67
13102-bldg-6711,POINT (139.76068952607434 35.6721531580171),xn76umftk57
13102-bldg-10325,POINT (139.7608121353728 35.672178561551675),xn76umftwbn
13102-bldg-4396,POINT (139.76102264010038 35.672375089659056),xn76umfyeue
13102-bldg-8696,POINT (139.76116263458502 35.67239770797244),xn76umfyz0u
13102-bldg-32,POINT (139.76128152292014 35.671254769560385),xn76umg01gu
13102-bldg-335,POINT (139.7613394736559 35.671308418926245),xn76umg07mb
13102-bldg-9797,POINT (139.7613957019139 35.67126063226484),xn76umg0hsc
13102-bldg-8891,POINT (139.76131675327036 35.671521025054744),xn76umg1dtr
13102-bldg-9138,POINT (139.76173603852394 35.671371143717906),xn76umg2u3x
13102-bldg-117,POINT (139.76154573720044 35.67146146325879),xn76umg3243
13102-bldg-2594,POINT (139.76168495473794 35.67151063201702),xn76umg3e79
13102-bldg-7547,POINT (139.7613047261885 35.67161012513395),xn76umg44qn
13102-bldg-7346,POINT (139.76120069395196 35.67169376470032),xn76umg48j8
13102-bldg-8945,POINT (139.76137994513283 35.67158701309329),xn76umg4h1y
13102-bldg-8882,POINT (139.76138992614375 35.67165225900689),xn76umg4kmv
13102-bldg-8340,POINT (139.76144476506911 35.671696900355634),xn76umg4twq
13102-bldg-7669,POINT (139.76127786539882 35.67176233914138),xn76umg51f6
13102-bldg-8300,POINT (139.7615006991431 35.671809974258274),xn76umg5r52
13102-bldg-4156,POINT (139.76180971706856 35.67167670981179),xn76umg6w4w
13102-bldg-8316,POINT (139.76221722207336 35.67126253293439),xn76umg8ptq
13102-bldg-6658,POINT (139.7623388355958 35.67134057195801),xn76umgbdec
13102-bldg-6686,POINT (139.76250604511114 35.67124404688986),xn76umgbn3v
13102-bldg-5177,POINT (139.7625337472884 35.67156453283304),xn76umgczjd
13102-bldg-285,POINT (139.761951467484 35.671589892648946),xn76umgd1d2
13102-bldg-4110,POINT (139.7616171226279 35.672051626965434),xn76umgkc8r
13102-bldg-4287,POINT (139.76169673423323 35.6720403957601),xn76umgkew6
13102-bldg-1211,POINT (139.7618062654356 35.6720233509994),xn76umgkw5h
13102-bldg-545,POINT (139.76120132776225 35.67241550318082),xn76umgnbh1
13102-bldg-5702,POINT (139.76151556823032 35.672357494732246),xn76umgnx37
13102-bldg-8912,POINT (139.76174160196123 35.67256282456665),xn76umgrsxe
13102-bldg-135,POINT (139.76182313505703 35.67256459463807),xn76umgry80
13102-bldg-8872,POINT (139.76181217836972 35.672595607105855),xn76umgrymb
13102-bldg-799,POINT (139.7619797171007 35.6721615828677),xn76umgt6hv
13102-bldg-1290,POINT (139.76242904917532 35.67216756857291),xn76umgvkwh
13102-bldg-5548,POINT (139.7620859103002 35.672391001766954),xn76umgwsxs
13102-bldg-4263,POINT (139.7626537573628 35.66717738373654),xn76umh03gu
13102-bldg-2903,POINT (139.7626013843331 35.66728481922738),xn76umh0bxu
13102-bldg-10957,POINT (139.7628898293307 35.667359972878415),xn76umh1rmu
13102-bldg-6114,POINT (139.76281035537647 35.66741041903311),xn76umh1tx0
13102-bldg-486,POINT (139.76295562831586 35.66740521645573),xn76umh38yj
13102-bldg-8512,POINT (139.76301356653778 35.667451105116875),xn76umh3fqb
13102-bldg-8063,POINT (139.7626644207466 35.66757205527527),xn76umh4dj7
13102-bldg-5155,POINT (139.7625850505404 35.66763818737122),xn76umh5038
13102-bldg-5670,POINT (139.762730859595 35.66775294374174),xn76umh5exj
13102-bldg-3006,POINT (139.76277751385817 35.667652514125336),xn76umh5hu2
13102-bldg-8400,POINT (139.7630885649313 35.667604753714436),xn76umh6u52
13102-bldg-7455,POINT (139.7632028925687 35.66758336453694),xn76umh6wxm
13102-bldg-8676,POINT (139.76322534805402 35.66764123471153),xn76umh7p4n
13102-bldg-7686,POINT (139.76392534844098 35.66743866304417),xn76umhczs2
13102-bldg-10426,POINT (139.76329958445973 35.667604345042896),xn76umhdbgm
13102-bldg-4651,POINT (139.76373853407762 35.66761135472399),xn76umhfghs
13102-bldg-8631,POINT (139.76263212166972 35.66798554701109),xn76umhj167
13102-bldg-9675,POINT (139.7627050208351 35.6680399890492),xn76umhj7hd
13102-bldg-7070,POINT (139.76263750127387 35.668104076638286),xn76umhjc2x
13102-bldg-7632,POINT (139.76292251917658 35.66780095281862),xn76umhk00h
13102-bldg-10449,POINT (139.7630887889799 35.66802536461153),xn76umhmk1b
13102-bldg-1140,POINT (139.76313416588306 35.668058377926094),xn76umhmmpf
13102-bldg-10906,POINT (139.7628300708411 35.66823373119695),xn76umhntbx
13102-bldg-8294,POINT (139.7626272624721 35.66840601523202),xn76umhp92b
13102-bldg-4784,POINT (139.76287253693073 35.66837094417448),xn76umhpqfr
13102-bldg-5224,POINT (139.7630428607296 35.66830180522267),xn76umhqfvq
13102-bldg-1552,POINT (139.76307163953373 35.66847024320132),xn76umhrgsg
13102-bldg-1643,POINT (139.76341314335863 35.667904067587834),xn76umhsee4
13102-bldg-4450,POINT (139.76356057342238 35.667863986739334),xn76umhsr5b
13102-bldg-2696,POINT (139.76329558020362 35.66809219054096),xn76umht8y6
13102-bldg-489,POINT (139.76356806526124 35.668029805958575),xn76umhtr4t
13102-bldg-5558,POINT (139.7637705987953 35.66801610603732),xn76umhv7bh
13102-bldg-4459,POINT (139.76382606477944 35.66806646375454),xn76umhvt1w
13102-bldg-7918,POINT (139.76338190545107 35.66825864981382),xn76umhwdv6
13102-bldg-1898,POINT (139.76347548737277 35.668188222417),xn76umhwm00
13102-bldg-693,POINT (139.76356435562104 35.66825501987597),xn76umhwxhe
13102-bldg-2703,POINT (139.76349348538434 35.66832921037923),xn76umhxj6q
13102-bldg-10774,POINT (139.76375273999196 35.668170394850065),xn76umhy5kz
13102-bldg-7269,POINT (139.76393976978957 35.66831534031439),xn76umhyzzf
13102-bldg-10859,POINT (139.7637066269826 35.66842466291004),xn76umhzdkm
13102-bldg-4248,POINT (139.764077975466 35.66736131764225),xn76umj17n4
13102-bldg-7178,POINT (139.76416114411856 35.66742546456516),xn76umj1v40
13102-bldg-1135,POINT (139.76447024438355 35.66724091633458),xn76umj2spw
13102-bldg-7206,POINT (139.76401127856374 35.6676533827123),xn76umj51s8
13102-bldg-6153,POINT (139.76467374064381 35.667147685741796),xn76umj80yn
13102-bldg-5698,POINT (139.76490616233124 35.66727963332931),xn76umj8yqg
13102-bldg-199,POINT (139.76479533004598 35.667375188500905),xn76umj9eb8
13102-bldg-1557,POINT (139.76487589283252 35.66739762216302),xn76umj9tsu
13102-bldg-3065,POINT (139.76490290641763 35.66744996310418),xn76umj9yq9
13102-bldg-9457,POINT (139.7652192688931 35.66714943274116),xn76umjbjwt
13102-bldg-3111,POINT (139.76524676215266 35.66727139898946),xn76umjbym3
13102-bldg-6994,POINT (139.76499604778041 35.6672926280996),xn76umjc03q
13102-bldg-5630,POINT (139.76501761817912 35.66738587242595),xn76umjc8fw
13102-bldg-3642,POINT (139.76530026370577 35.667323741330975),xn76umjcpx1
13102-bldg-8877,POINT (139.76515876747078 35.667421172828206),xn76umjcu1p
13102-bldg-8150,POINT (139.764939491961 35.66761772148023),xn76umjdzju
13102-bldg-8478,POINT (139.76503990008604 35.66753172780472),xn76umjf3mz
13102-bldg-7073,POINT (139.76522628573557 35.66747595087287),xn76umjfjg6
13102-bldg-8663,POINT (139.76528914614738 35.667568834365866),xn76umjfxk9
13102-bldg-9103,POINT (139.7652040467665 35.66767371770424),xn76umjgm23
13102-bldg-3178,POINT (139.76420054737957 35.66781505576284),xn76umjhjft
13102-bldg-2472,POINT (139.76448354762658 35.667828777305736),xn76umjkht0
13102-bldg-8551,POINT (139.76455021039587 35.667875989974924),xn76umjkqjf
13102-bldg-6594,POINT (139.76441190605686 35.66803410931938),xn76umjm6g7
13102-bldg-7786,POINT (139.76395577782924 35.66816262989868),xn76umjn05q
13102-bldg-8847,POINT (139.76400397141248 35.66820019792362),xn76umjn366
13102-bldg-2022,POINT (139.7640723401084 35.668251297104796),xn76umjndgv
13102-bldg-9537,POINT (139.76413288594625 35.668299149781724),xn76umjnukf
13102-bldg-7638,POINT (139.7642187668712 35.668364999374276),xn76umjpq34
13102-bldg-5400,POINT (139.7641247619158 35.66845431433387),xn76umjpu1u
13102-bldg-4359,POINT (139.76428549638192 35.66846092985591),xn76umjpzgh
13102-bldg-6401,POINT (139.7643882234799 35.66816920000235),xn76umjq4k9
13102-bldg-4491,POINT (139.76443206784228 35.66822937718369),xn76umjq7rf
13102-bldg-3558,POINT (139.7644568303504 35.66827531164022),xn76umjqgbk
13102-bldg-201,POINT (139.76457464704407 35.66821473898665),xn76umjqqth
13102-bldg-782,POINT (139.76453032266 35.668258932516025),xn76umjqtt7
13102-bldg-7033,POINT (139.76449991020877 35.66830730413714),xn76umjquyk
13102-bldg-9283,POINT (139.76433980394353 35.668417572992745),xn76umjr94v
13102-bldg-10225,POINT (139.76472282501874 35.667878230412974),xn76umjs6n6
13102-bldg-746,POINT (139.76466103803583 35.66796407828079),xn76umjsbwk
13102-bldg-6975,POINT (139.76477988939203 35.668034712185985),xn76umjt77t
13102-bldg-4697,POINT (139.7647443372931 35.6680888617817),xn76umjtdtd
13102-bldg-4088,POINT (139.76465825755687 35.66815348041172),xn76umjw09d
13102-bldg-9652,POINT (139.76496075578663 35.668437066847595),xn76umjxxws
13102-bldg-7430,POINT (139.7652282238198 35.66847524027445),xn76umjzvve
13102-bldg-1012,POINT (139.7626693638965 35.66858470023318),xn76umk0d4p
13102-bldg-1307,POINT (139.76282029248944 35.66872417874435),xn76umk1mu0
13102-bldg-9533,POINT (139.7631352366712 35.668586540593104),xn76umk2t47
13102-bldg-8866,POINT (139.76320589288144 35.668643259519264),xn76umk2ytp
13102-bldg-8274,POINT (139.76295744603658 35.66884886023749),xn76umk60gq
13102-bldg-8553,POINT (139.76307630247976 35.668948350587925),xn76umk6etz
13102-bldg-6302,POINT (139.7631705907955 35.669040956914245),xn76umk7jzj
13102-bldg-5935,POINT (139.7632457447604 35.66916467631918),xn76umk7zwj
13102-bldg-5263,POINT (139.7632821430708 35.66849434825198),xn76umk8092
13102-bldg-4125,POINT (139.7633726696689 35.6686251646229),xn76umk8f9s
13102-bldg-5005,POINT (139.76331660749383 35.668743734646554),xn76umk93rf
13102-bldg-5690,POINT (139.76338243501445 35.668791181596234),xn76umk9fbe
13102-bldg-6378,POINT (139.7635280579897 35.66866066113283),xn76umk9n0r
13102-bldg-7725,POINT (139.7638923820815 35.66864176925362),xn76umkbysx
13102-bldg-1389,POINT (139.763591624322 35.668845669427846),xn76umkdpdz
13102-bldg-1380,POINT (139.76338907992087 35.66906276463872),xn76umke750
13102-bldg-7249,POINT (139.76272079484775 35.66934046103328),xn76umkhgqy
13102-bldg-6216,POINT (139.76259665722935 35.66950463841606),xn76umkjbt9
13102-bldg-8066,POINT (139.76270461505825 35.66954193124565),xn76umkn5h9
13102-bldg-4757,POINT (139.762886120579 35.66975202671813),xn76umkpr79
13102-bldg-10022,POINT (139.76303362524675 35.66964747493663),xn76umkqf8p
13102-bldg-2619,POINT (139.76295886473136 35.6698086197782),xn76umkr8yr
13102-bldg-893,POINT (139.76312710418512 35.66974361932514),xn76umkrkfh
13102-bldg-4690,POINT (139.76322784307501 35.66980283131098),xn76umkrxm0
13102-bldg-1673,POINT (139.76397406553124 35.668566777548634),xn76umm02wu
13102-bldg-9712,POINT (139.76422760644982 35.66882796848597),xn76umm1yx3
13102-bldg-7876,POINT (139.76461460616878 35.668654360470015),xn76umm2zx4
13102-bldg-7438,POINT (139.76428962528837 35.66893879091936),xn76umm4xup
13102-bldg-2901,POINT (139.76437565433164 35.668896913751645),xn76umm63ur
13102-bldg-10776,POINT (139.76436019638712 35.66899801141868),xn76umm6cxh
13102-bldg-10969,POINT (139.76447128619915 35.66901307998459),xn76umm7h1z
13102-bldg-2889,POINT (139.7645504703806 35.66915160316879),xn76umm7y5f
13102-bldg-8154,POINT (139.7647876642606 35.66880180598357),xn76umm9gde
13102-bldg-8900,POINT (139.76488235392898 35.668868590938665),xn76ummdjz1
13102-bldg-3244,POINT (139.76464381621946 35.66911739426993),xn76umme8jr
13102-bldg-10088,POINT (139.76469156432822 35.669152164604135),xn76ummec7g
13102-bldg-4995,POINT (139.76473367545944 35.66911814370183),xn76ummedmd
13102-bldg-4673,POINT (139.76486925541198 35.669024400183936),xn76ummejs0
13102-bldg-6084,POINT (139.76498389046517 35.66894258049058),xn76ummf8hv
13102-bldg-10455,POINT (139.7650585007852 35.66898972503961),xn76ummfcvt
13102-bldg-4338,POINT (139.76511762939134 35.66904384070449),xn76ummg5r9
13102-bldg-4900,POINT (139.76517736277629 35.66908231796595),xn76ummgkwv
13102-bldg-884,POINT (139.76522686882717 35.669126673991805),xn76ummgtz4
13102-bldg-1821,POINT (139.7644834523442 35.6693138536695),xn76ummkud0
13102-bldg-5673,POINT (139.76405089570875 35.66956631221894),xn76ummn63j
13102-bldg-10536,POINT (139.76469321271006 35.669259694252766),xn76umms3ru
13102-bldg-4197,POINT (139.76475881386548 35.669182806098206),xn76umms4ct
13102-bldg-6915,POINT (139.76490322116845 35.669303498203),xn76ummsy21
13102-bldg-757,POINT (139.76482070089094 35.669357333005664),xn76ummth65
13102-bldg-9765,POINT (139.76488746819984 35.669407900658776),xn76ummtmgt
13102-bldg-4585,POINT (139.76495712156503 35.669465652936),xn76ummtxw3
13102-bldg-8732,POINT (139.7653047038629 35.66930147329389),xn76ummuxxs
13102-bldg-4840,POINT (139.76506908438583 35.669437846769945),xn76ummvd1j
13102-bldg-5909,POINT (139.76480212437585 35.66957689589719),xn76ummw7gj
13102-bldg-5750,POINT (139.76500301531135 35.669517719667134),xn76ummy085
13102-bldg-7027,POINT (139.7652231816032 35.669670401711095),xn76ummyvsr
13102-bldg-1598,POINT (139.7650321758974 35.66984302005251),xn76ummzck9
13102-bldg-4589,POINT (139.76530757318682 35.66972780498993),xn76ummzpxn
13102-bldg-8791,POINT (139.7656488625583 35.66713862680155),xn76umn0pst
13102-bldg-1491,POINT (139.76538426245685 35.66738051104058),xn76umn1998
13102-bldg-8772,POINT (139.76549785914227 35.66730173253916),xn76umn1h4u
13102-bldg-5584,POINT (139.765599024382 35.66738043631642),xn76umn1w98
13102-bldg-6642,POINT (139.7654852021435 35.667467306921225),xn76umn45cg
13102-bldg-7636,POINT (139.76551997859758 35.66778845548008),xn76umn5utt
13102-bldg-4453,POINT (139.76560074581315 35.667762676784115),xn76umn5y8c
13102-bldg-699,POINT (139.76581971976898 35.667505923019924),xn76umn679h
13102-bldg-6786,POINT (139.7658697474717 35.667543630411004),xn76umn6sb4
13102-bldg-8001,POINT (139.76592751666382 35.667590308635525),xn76umn6y0t
13102-bldg-8116,POINT (139.7657927388197 35.667680124982994),xn76umn7712
13102-bldg-1302,POINT (139.7659697192118 35.66763742485835),xn76umn7p1s
13102-bldg-8627,POINT (139.7662974421868 35.66725965591331),xn76umn8yg0
13102-bldg-5573,POINT (139.7660091085155 35.6676680596069),xn76umne0p1
13102-bldg-9197,POINT (139.7660316066131 35.667723022926744),xn76umne896
13102-bldg-10852,POINT (139.7661175213911 35.66776593967675),xn76umnef96
13102-bldg-5981,POINT (139.7665506209587 35.667515058844785),xn76umnfkdt
13102-bldg-3650,POINT (139.76538561297295 35.66788038365686),xn76umnh3wc
13102-bldg-8542,POINT (139.7654463163395 35.66783217465648),xn76umnh4vy
13102-bldg-8090,POINT (139.76591483516205 35.667824415655055),xn76umnkju7
13102-bldg-7903,POINT (139.7660001112187 35.66786785916925),xn76umnkru7
13102-bldg-4397,POINT (139.76568394807128 35.66798224469897),xn76umnm03z
13102-bldg-9988,POINT (139.76582239140683 35.66819789608062),xn76umnq7dn
13102-bldg-10110,POINT (139.76655018618828 35.66808081403036),xn76umnvssj
13102-bldg-5658,POINT (139.76623171141924 35.66819131650422),xn76umnwm0z
13102-bldg-1703,POINT (139.76664406503699 35.6684009256482),xn76umnzqzg
13102-bldg-2520,POINT (139.76737854514528 35.66726718580421),xn76ump2zux
13102-bldg-2411,POINT (139.76796289760398 35.66727153290211),xn76umpbvt6
13102-bldg-1560,POINT (139.7673211865486 35.6680940480874),xn76umpmwws
13102-bldg-9736,POINT (139.766762599495 35.668322162604895),xn76umpp195
13102-bldg-1790,POINT (139.76686421341034 35.66834175696994),xn76umpp5uz
13102-bldg-3032,POINT (139.76694313957026 35.66842785654393),xn76umpptuf
13102-bldg-5110,POINT (139.76740396432618 35.66838475072753),xn76umpx2sf
13102-bldg-6898,POINT (139.76533634376725 35.668701976523536),xn76umq10ru
13102-bldg-5710,POINT (139.76548214960576 35.66882530321549),xn76umq1gyc
13102-bldg-10272,POINT (139.76548072715437 35.6689583761097),xn76umq4exz
13102-bldg-10413,POINT (139.765556595856 35.669052485064114),xn76umq5m92
13102-bldg-8752,POINT (139.76567381107202 35.6688792051304),xn76umq621p
13102-bldg-3230,POINT (139.76650506348082 35.66861793375701),xn76umqbg87
13102-bldg-7931,POINT (139.76659379333384 35.66849992093483),xn76umqbjdm
13102-bldg-6089,POINT (139.7653563222574 35.669257310901706),xn76umqh2z7
13102-bldg-6017,POINT (139.76532426553106 35.669288302726585),xn76umqh8j7
13102-bldg-10417,POINT (139.76548256069282 35.6695058664752),xn76umqjgvc
13102-bldg-5995,POINT (139.76561260241235 35.6694179386313),xn76umqjqv6
13102-bldg-3586,POINT (139.76578254127074 35.66923489438451),xn76umqk6g3
13102-bldg-8925,POINT (139.76538111842225 35.669665975387915),xn76umqnc7t
13102-bldg-6457,POINT (139.7655932562355 35.669583181241904),xn76umqnqk5
13102-bldg-8471,POINT (139.76535255810057 35.66976106103057),xn76umqp2v2
13102-bldg-9681,POINT (139.76541357434544 35.66981285702607),xn76umqpdpj
13102-bldg-3449,POINT (139.76577431366036 35.669613015211205),xn76umqqd9f
13102-bldg-4351,POINT (139.7660389791592 35.66924743948693),xn76umqs2v8
13102-bldg-9748,POINT (139.76626690513115 35.66943733837664),xn76umqtw14
13102-bldg-10686,POINT (139.76602258411145 35.66979036113991),xn76umqx86u
13102-bldg-5492,POINT (139.76638841941784 35.66953364900778),xn76umqy0gh
13102-bldg-6333,POINT (139.76666496587146 35.66966035319236),xn76umqyz6e
13102-bldg-5035,POINT (139.7667992308001 35.66849588344373),xn76umr043x
13102-bldg-4532,POINT (139.76684317431184 35.66853437594405),xn76umr072x
13102-bldg-2627,POINT (139.7669025409995 35.66857592981905),xn76umr0sbk
13102-bldg-2684,POINT (139.7669704880115 35.668630920184775),xn76umr0y6w
13102-bldg-6327,POINT (139.76671105272735 35.668792741941125),xn76umr1b2v
13102-bldg-7582,POINT (139.7670235629097 35.66868504052168),xn76umr1psy
13102-bldg-7232,POINT (139.76707782487952 35.66853144557297),xn76umr22bn
13102-bldg-2167,POINT (139.7671716827276 35.668632731762884),xn76umr2g5h
13102-bldg-10432,POINT (139.7670825917186 35.668735588769636),xn76umr33n4
13102-bldg-6600,POINT (139.7672257260453 35.66873265041222),xn76umr3kmt
13102-bldg-5559,POINT (139.7673726815816 35.66875571583274),xn76umr3xcf
13102-bldg-1106,POINT (139.76691126126545 35.66896304387737),xn76umr4v0d
13102-bldg-2671,POINT (139.76696164062085 35.66912135923988),xn76umr5wq0
13102-bldg-10797,POINT (139.76725151035146 35.66887300855787),xn76umr6jpb
13102-bldg-7094,POINT (139.7671702350078 35.669059885789025),xn76umr774e
13102-bldg-5161,POINT (139.76745552312073 35.66854185857251),xn76umr83f0
13102-bldg-5034,POINT (139.76748159160306 35.66881918913777),xn76umr9fmg
13102-bldg-3049,POINT (139.76773935802893 35.66849400759946),xn76umrb03h
13102-bldg-3388,POINT (139.76789764631414 35.66870715308272),xn76umrck0f
13102-bldg-4895,POINT (139.76751931720696 35.66885158012836),xn76umrd57b
13102-bldg-8096,POINT (139.76740580356287 35.668942793484064),xn76umrd8sg
13102-bldg-3347,POINT (139.76757174507443 35.668890341318374),xn76umrdk7p
13102-bldg-10494,POINT (139.76708732370523 35.66921928469521),xn76umrk30m
13102-bldg-10019,POINT (139.76720901806132 35.669177857898816),xn76umrkh08
13102-bldg-654,POINT (139.76755269543509 35.669426187943095),xn76umrtknb
13102-bldg-6205,POINT (139.76748639655466 35.66953045689359),xn76umrw46r
13102-bldg-8682,POINT (139.76747789973834 35.669632465485634),xn76umrwdm3
13102-bldg-9641,POINT (139.7675761324334 35.669741025567205),xn76umrxk9d
13102-bldg-2255,POINT (139.76802045973014 35.669629808277406),xn76umrywuv
13102-bldg-7728,POINT (139.76282015449036 35.67011310810296),xn76ums1mz0
13102-bldg-1777,POINT (139.76301393353464 35.669861743692515),xn76ums2420
13102-bldg-7472,POINT (139.76308212030534 35.6699091614447),xn76ums27c5
13102-bldg-9743,POINT (139.76324025166224 35.66995273683225),xn76ums2x91
13102-bldg-7348,POINT (139.76257886361725 35.67027452317976),xn76ums42jh
13102-bldg-5949,POINT (139.7626949187548 35.67039025072263),xn76ums54fd
13102-bldg-9169,POINT (139.76267554937715 35.67046070310482),xn76ums56ru
13102-bldg-1515,POINT (139.7627968452128 35.670530491389655),xn76ums5vhy
13102-bldg-8629,POINT (139.76312992980618 35.670303959855566),xn76ums6sfx
13102-bldg-3967,POINT (139.76297645323228 35.67041188511958),xn76ums71qs
13102-bldg-9847,POINT (139.76320361299182 35.67049127409228),xn76ums7wtw
13102-bldg-3739,POINT (139.76338254971247 35.66999895654437),xn76ums8fce
13102-bldg-8736,POINT (139.76345659949013 35.670057269968254),xn76ums9hsd
13102-bldg-9711,POINT (139.76333663344238 35.67032888801034),xn76umsd9z3
13102-bldg-2833,POINT (139.7634525376026 35.670206212373934),xn76umsdh2r
13102-bldg-3549,POINT (139.76363331990328 35.670206122725155),xn76umsf08q
13102-bldg-8092,POINT (139.7629080911668 35.67064521033772),xn76umshxf1
13102-bldg-5832,POINT (139.76278217172683 35.67082401413428),xn76umsjsge
13102-bldg-1480,POINT (139.76322273389385 35.67068312060945),xn76umskz1k
13102-bldg-10163,POINT (139.76300489004333 35.67080962255375),xn76umsmd0c
13102-bldg-5759,POINT (139.76300647166067 35.6708883141011),xn76umsmfpe
13102-bldg-10030,POINT (139.76292554388036 35.67094131261839),xn76umsq21q
13102-bldg-5385,POINT (139.76306206519058 35.67111943224795),xn76umsr76s
13102-bldg-8388,POINT (139.76318182804178 35.671091573139854),xn76umsrnjm
13102-bldg-7106,POINT (139.76319364160523 35.67117928951403),xn76umsrwmy
13102-bldg-6721,POINT (139.76342200259595 35.67057744001508),xn76umss5v8
13102-bldg-9305,POINT (139.76364995990966 35.670738430994426),xn76umsv15d
13102-bldg-7016,POINT (139.76369615945598 35.670784019123694),xn76umsv6hj
